id,text,entities,meta
256,The Data Scientist at Deloitte is based in Berlin.,"[{""start"": 4, ""end"": 18, ""label"": ""JOB""}, {""start"": 22, ""end"": 30, ""label"": ""ORGANIZATION""}, {""start"": 43, ""end"": 49, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
257,Senior Software Engineers and Civil Engineers attended the meeting.,"[{""start"": 0, ""end"": 25, ""label"": ""JOB""}, {""start"": 30, ""end"": 45, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
258,Fatima Al-Sayed was promoted to Mechanic every Monday.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 32, ""end"": 40, ""label"": ""JOB""}, {""start"": 41, ""end"": 53, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
259,The Civil Engineer earns 3.5 million euros per year.,"[{""start"": 4, ""end"": 18, ""label"": ""JOB""}, {""start"": 25, ""end"": 42, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
260,Mechanic Kenji Tanaka designed the iPhone.,"[{""start"": 0, ""end"": 8, ""label"": ""JOB""}, {""start"": 9, ""end"": 21, ""label"": ""PERSON""}, {""start"": 31, ""end"": 41, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
261,"Michael Chen, a Operations Manager at the World Bank, spoke two years ago.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 34, ""label"": ""JOB""}, {""start"": 38, ""end"": 52, ""label"": ""ORGANIZATION""}, {""start"": 60, ""end"": 73, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
262,Assistant Professor Aylin Mammadova wrote about The Old Man and the Sea.,"[{""start"": 0, ""end"": 19, ""label"": ""JOB""}, {""start"": 20, ""end"": 35, ""label"": ""PERSON""}, {""start"": 48, ""end"": 71, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
263,IBM hired Ahmed Hassan as a Translator.,"[{""start"": 0, ""end"": 3, ""label"": ""ORGANIZATION""}, {""start"": 10, ""end"": 22, ""label"": ""PERSON""}, {""start"": 28, ""end"": 38, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
264,She became a Dentist in Paris every Monday.,"[{""start"": 13, ""end"": 20, ""label"": ""JOB""}, {""start"": 24, ""end"": 29, ""label"": ""LOCATION""}, {""start"": 30, ""end"": 42, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
265,John Doe is a Pharmacist.,"[{""start"": 0, ""end"": 8, ""label"": ""PERSON""}, {""start"": 14, ""end"": 24, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
266,Referee Robert Williams joined Siemens.,"[{""start"": 0, ""end"": 7, ""label"": ""JOB""}, {""start"": 8, ""end"": 23, ""label"": ""PERSON""}, {""start"": 31, ""end"": 38, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
267,Robert Williams works as a Accountant at OpenAI.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 27, ""end"": 37, ""label"": ""JOB""}, {""start"": 41, ""end"": 47, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
268,The Pilot at Goldman Sachs is based in New York.,"[{""start"": 4, ""end"": 9, ""label"": ""JOB""}, {""start"": 13, ""end"": 26, ""label"": ""ORGANIZATION""}, {""start"": 39, ""end"": 47, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
269,Interpreters and Nurses attended the meeting.,"[{""start"": 0, ""end"": 12, ""label"": ""JOB""}, {""start"": 17, ""end"": 23, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
270,James Smith was promoted to Chef in 1998.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSON""}, {""start"": 28, ""end"": 32, ""label"": ""JOB""}, {""start"": 33, ""end"": 40, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
271,"The Head of Engineering earns $5,000 per year.","[{""start"": 4, ""end"": 23, ""label"": ""JOB""}, {""start"": 30, ""end"": 36, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
272,Translator Nikolai Volkov designed the Galaxy S24.,"[{""start"": 0, ""end"": 10, ""label"": ""JOB""}, {""start"": 11, ""end"": 25, ""label"": ""PERSON""}, {""start"": 35, ""end"": 49, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
273,"Amanda Martinez, a Pilot at Siemens, spoke this month.","[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 19, ""end"": 24, ""label"": ""JOB""}, {""start"": 28, ""end"": 35, ""label"": ""ORGANIZATION""}, {""start"": 43, ""end"": 53, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
275,Microsoft hired Ahmed Hassan as a Deputy Minister.,"[{""start"": 0, ""end"": 9, ""label"": ""ORGANIZATION""}, {""start"": 16, ""end"": 28, ""label"": ""PERSON""}, {""start"": 34, ""end"": 49, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
276,She became a Head of Engineering in London last year.,"[{""start"": 13, ""end"": 32, ""label"": ""JOB""}, {""start"": 36, ""end"": 42, ""label"": ""LOCATION""}, {""start"": 43, ""end"": 52, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
277,Ahmed Hassan is a Operations Manager.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 18, ""end"": 36, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
278,Deputy Minister Lucas Silva joined OpenAI.,"[{""start"": 0, ""end"": 15, ""label"": ""JOB""}, {""start"": 16, ""end"": 27, ""label"": ""PERSON""}, {""start"": 35, ""end"": 41, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
279,Tim Cook works as a Mayor at Siemens.,"[{""start"": 0, ""end"": 8, ""label"": ""PERSON""}, {""start"": 20, ""end"": 25, ""label"": ""JOB""}, {""start"": 29, ""end"": 36, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
280,The Waiter at IBM is based in Dubai.,"[{""start"": 4, ""end"": 10, ""label"": ""JOB""}, {""start"": 14, ""end"": 17, ""label"": ""ORGANIZATION""}, {""start"": 30, ""end"": 35, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
281,Surgeons and Nurses attended the meeting.,"[{""start"": 0, ""end"": 8, ""label"": ""JOB""}, {""start"": 13, ""end"": 19, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
282,Sarah Johnson was promoted to Product Manager in 1998.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSON""}, {""start"": 30, ""end"": 45, ""label"": ""JOB""}, {""start"": 46, ""end"": 53, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
283,"The Lead Engineer earns €95,000 per year.","[{""start"": 4, ""end"": 17, ""label"": ""JOB""}, {""start"": 24, ""end"": 31, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
284,Police Officer Lucas Silva designed Windows 11.,"[{""start"": 0, ""end"": 14, ""label"": ""JOB""}, {""start"": 15, ""end"": 26, ""label"": ""PERSON""}, {""start"": 36, ""end"": 46, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
285,"Sophie Laurent, a CEO at Amazon, spoke since 2019.","[{""start"": 0, ""end"": 14, ""label"": ""PERSON""}, {""start"": 18, ""end"": 21, ""label"": ""JOB""}, {""start"": 25, ""end"": 31, ""label"": ""ORGANIZATION""}, {""start"": 39, ""end"": 49, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
286,Lecturer Michael Chen wrote about Symphony No. 5.,"[{""start"": 0, ""end"": 8, ""label"": ""JOB""}, {""start"": 9, ""end"": 21, ""label"": ""PERSON""}, {""start"": 34, ""end"": 48, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
287,OpenAI hired Ahmed Hassan as a Photographer.,"[{""start"": 0, ""end"": 6, ""label"": ""ORGANIZATION""}, {""start"": 13, ""end"": 25, ""label"": ""PERSON""}, {""start"": 31, ""end"": 43, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
288,She became a Vice President in Seattle last Friday.,"[{""start"": 13, ""end"": 27, ""label"": ""JOB""}, {""start"": 31, ""end"": 38, ""label"": ""LOCATION""}, {""start"": 39, ""end"": 50, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
289,Maria Garcia is a Librarian.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 18, ""end"": 27, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
290,Statistician Kenji Tanaka joined Tesla.,"[{""start"": 0, ""end"": 12, ""label"": ""JOB""}, {""start"": 13, ""end"": 25, ""label"": ""PERSON""}, {""start"": 33, ""end"": 38, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
291,Aylin Mammadova works as a Regional Director at Oxford University.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 27, ""end"": 44, ""label"": ""JOB""}, {""start"": 48, ""end"": 65, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
292,The Systems Administrator at Boeing is based in Toronto.,"[{""start"": 4, ""end"": 25, ""label"": ""JOB""}, {""start"": 29, ""end"": 35, ""label"": ""ORGANIZATION""}, {""start"": 48, ""end"": 55, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
293,Presidents and Assistant Professors attended the meeting.,"[{""start"": 0, ""end"": 10, ""label"": ""JOB""}, {""start"": 15, ""end"": 35, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
294,James Smith was promoted to Chef last week.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSON""}, {""start"": 28, ""end"": 32, ""label"": ""JOB""}, {""start"": 33, ""end"": 42, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
296,Civil Engineer Elena Petrova designed Slack.,"[{""start"": 0, ""end"": 14, ""label"": ""JOB""}, {""start"": 15, ""end"": 28, ""label"": ""PERSON""}, {""start"": 38, ""end"": 43, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
297,"Michael Chen, a Financial Analyst at Microsoft, spoke two years ago.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 33, ""label"": ""JOB""}, {""start"": 37, ""end"": 46, ""label"": ""ORGANIZATION""}, {""start"": 54, ""end"": 67, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
298,Researcher Nikolai Volkov wrote about Breaking Bad.,"[{""start"": 0, ""end"": 10, ""label"": ""JOB""}, {""start"": 11, ""end"": 25, ""label"": ""PERSON""}, {""start"": 38, ""end"": 50, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
299,Siemens hired Sarah Johnson as a Accountant.,"[{""start"": 0, ""end"": 7, ""label"": ""ORGANIZATION""}, {""start"": 14, ""end"": 27, ""label"": ""PERSON""}, {""start"": 33, ""end"": 43, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
300,She became a Chief Technology Officer in Mumbai last week.,"[{""start"": 13, ""end"": 37, ""label"": ""JOB""}, {""start"": 41, ""end"": 47, ""label"": ""LOCATION""}, {""start"": 48, ""end"": 57, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
301,Kenji Tanaka is a Business Intelligence Director.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 18, ""end"": 48, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
302,Accountant Robert Williams joined Boeing.,"[{""start"": 0, ""end"": 10, ""label"": ""JOB""}, {""start"": 11, ""end"": 26, ""label"": ""PERSON""}, {""start"": 34, ""end"": 40, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
303,James Smith works as a Novelist at OpenAI.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSON""}, {""start"": 23, ""end"": 31, ""label"": ""JOB""}, {""start"": 35, ""end"": 41, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
304,The Diplomat at the World Bank is based in Sydney.,"[{""start"": 4, ""end"": 12, ""label"": ""JOB""}, {""start"": 16, ""end"": 30, ""label"": ""ORGANIZATION""}, {""start"": 43, ""end"": 49, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
305,Pediatric Surgeons and Sales Directors attended the meeting.,"[{""start"": 0, ""end"": 18, ""label"": ""JOB""}, {""start"": 23, ""end"": 38, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
306,David Wilson was promoted to Business Intelligence Director last year.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 29, ""end"": 59, ""label"": ""JOB""}, {""start"": 60, ""end"": 69, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
307,The Marketing Manager earns 15% per year.,"[{""start"": 4, ""end"": 21, ""label"": ""JOB""}, {""start"": 28, ""end"": 31, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
308,Vice President Sophie Laurent designed the Galaxy S24.,"[{""start"": 0, ""end"": 14, ""label"": ""JOB""}, {""start"": 15, ""end"": 29, ""label"": ""PERSON""}, {""start"": 39, ""end"": 53, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
309,"Kenji Tanaka, a Principal Architect at Tesla, spoke last week.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 35, ""label"": ""JOB""}, {""start"": 39, ""end"": 44, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 61, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
310,Researcher Robert Williams wrote about Sgt. Pepper's.,"[{""start"": 0, ""end"": 10, ""label"": ""JOB""}, {""start"": 11, ""end"": 26, ""label"": ""PERSON""}, {""start"": 39, ""end"": 52, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
311,Pfizer hired Lucas Silva as a Conductor.,"[{""start"": 0, ""end"": 6, ""label"": ""ORGANIZATION""}, {""start"": 13, ""end"": 24, ""label"": ""PERSON""}, {""start"": 30, ""end"": 39, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
312,She became a Senior Software Engineer in Toronto last year.,"[{""start"": 13, ""end"": 37, ""label"": ""JOB""}, {""start"": 41, ""end"": 48, ""label"": ""LOCATION""}, {""start"": 49, ""end"": 58, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
313,Fatima Al-Sayed is a Architect.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 21, ""end"": 30, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
314,Product Manager Tim Cook joined NASA.,"[{""start"": 0, ""end"": 15, ""label"": ""JOB""}, {""start"": 16, ""end"": 24, ""label"": ""PERSON""}, {""start"": 32, ""end"": 36, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
315,Maria Garcia works as a Mayor at Boeing.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 24, ""end"": 29, ""label"": ""JOB""}, {""start"": 33, ""end"": 39, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
316,The Machine Learning Engineer at Toyota is based in Toronto.,"[{""start"": 4, ""end"": 29, ""label"": ""JOB""}, {""start"": 33, ""end"": 39, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 59, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
317,Teachers and Project Managers attended the meeting.,"[{""start"": 0, ""end"": 8, ""label"": ""JOB""}, {""start"": 13, ""end"": 29, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
318,Lucas Silva was promoted to Librarian in 1998.,"[{""start"": 0, ""end"": 11, ""label"": ""PERSON""}, {""start"": 28, ""end"": 37, ""label"": ""JOB""}, {""start"": 38, ""end"": 45, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
319,The Head of Engineering earns $1.2 million per year.,"[{""start"": 4, ""end"": 23, ""label"": ""JOB""}, {""start"": 30, ""end"": 42, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
320,General Manager Fatima Al-Sayed designed AutoCAD.,"[{""start"": 0, ""end"": 15, ""label"": ""JOB""}, {""start"": 16, ""end"": 31, ""label"": ""PERSON""}, {""start"": 41, ""end"": 48, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
321,"Michael Chen, a Waiter at the United Nations, spoke two years ago.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 22, ""label"": ""JOB""}, {""start"": 26, ""end"": 44, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 65, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
322,Lecturer John Doe wrote about The Great Gatsby.,"[{""start"": 0, ""end"": 8, ""label"": ""JOB""}, {""start"": 9, ""end"": 17, ""label"": ""PERSON""}, {""start"": 30, ""end"": 46, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
324,She became a Carpenter in Baku two years ago.,"[{""start"": 13, ""end"": 22, ""label"": ""JOB""}, {""start"": 26, ""end"": 30, ""label"": ""LOCATION""}, {""start"": 31, ""end"": 44, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
325,Ahmed Hassan is a Lawyer.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 18, ""end"": 24, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
326,Referee Michael Chen joined Goldman Sachs.,"[{""start"": 0, ""end"": 7, ""label"": ""JOB""}, {""start"": 8, ""end"": 20, ""label"": ""PERSON""}, {""start"": 28, ""end"": 41, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
327,Robert Williams works as a Architect at OpenAI.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 27, ""end"": 36, ""label"": ""JOB""}, {""start"": 40, ""end"": 46, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
328,The Police Officer at Deloitte is based in Boston.,"[{""start"": 4, ""end"": 18, ""label"": ""JOB""}, {""start"": 22, ""end"": 30, ""label"": ""ORGANIZATION""}, {""start"": 43, ""end"": 49, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
329,Software Engineers and Diplomats attended the meeting.,"[{""start"": 0, ""end"": 18, ""label"": ""JOB""}, {""start"": 23, ""end"": 32, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
330,Kenji Tanaka was promoted to Firefighter last year.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 29, ""end"": 40, ""label"": ""JOB""}, {""start"": 41, ""end"": 50, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
331,The Pilot earns 20 percent per year.,"[{""start"": 4, ""end"": 9, ""label"": ""JOB""}, {""start"": 16, ""end"": 26, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
332,Veterinarian Nikolai Volkov designed AutoCAD.,"[{""start"": 0, ""end"": 12, ""label"": ""JOB""}, {""start"": 13, ""end"": 27, ""label"": ""PERSON""}, {""start"": 37, ""end"": 44, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
333,"Kenji Tanaka, a CEO at Stanford, spoke last week.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 19, ""label"": ""JOB""}, {""start"": 23, ""end"": 31, ""label"": ""ORGANIZATION""}, {""start"": 39, ""end"": 48, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
334,Assistant Professor Aylin Mammadova wrote about Breaking Bad.,"[{""start"": 0, ""end"": 19, ""label"": ""JOB""}, {""start"": 20, ""end"": 35, ""label"": ""PERSON""}, {""start"": 48, ""end"": 60, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
335,IBM hired Amanda Martinez as a Doctor.,"[{""start"": 0, ""end"": 3, ""label"": ""ORGANIZATION""}, {""start"": 10, ""end"": 25, ""label"": ""PERSON""}, {""start"": 31, ""end"": 37, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
336,She became a Civil Engineer in Mumbai since 2019.,"[{""start"": 13, ""end"": 27, ""label"": ""JOB""}, {""start"": 31, ""end"": 37, ""label"": ""LOCATION""}, {""start"": 38, ""end"": 48, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
337,Aylin Mammadova is a Ambassador.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 21, ""end"": 31, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
338,Data Scientist Ahmed Hassan joined Oxford University.,"[{""start"": 0, ""end"": 14, ""label"": ""JOB""}, {""start"": 15, ""end"": 27, ""label"": ""PERSON""}, {""start"": 35, ""end"": 52, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
339,Michael Chen works as a Journalist at OpenAI.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 24, ""end"": 34, ""label"": ""JOB""}, {""start"": 38, ""end"": 44, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
340,The Bartender at OpenAI is based in Sydney.,"[{""start"": 4, ""end"": 13, ""label"": ""JOB""}, {""start"": 17, ""end"": 23, ""label"": ""ORGANIZATION""}, {""start"": 36, ""end"": 42, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
341,Pediatric Surgeons and Carpenters attended the meeting.,"[{""start"": 0, ""end"": 18, ""label"": ""JOB""}, {""start"": 23, ""end"": 33, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
342,Aylin Mammadova was promoted to Farmer last week.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 32, ""end"": 38, ""label"": ""JOB""}, {""start"": 39, ""end"": 48, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
343,The Photographer earns 3.5 million euros per year.,"[{""start"": 4, ""end"": 16, ""label"": ""JOB""}, {""start"": 23, ""end"": 40, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
344,Waiter Maria Garcia designed AutoCAD.,"[{""start"": 0, ""end"": 6, ""label"": ""JOB""}, {""start"": 7, ""end"": 19, ""label"": ""PERSON""}, {""start"": 29, ""end"": 36, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
345,"Ahmed Hassan, a Cardiology Specialist at MIT, spoke this month.","[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 16, ""end"": 37, ""label"": ""JOB""}, {""start"": 41, ""end"": 44, ""label"": ""ORGANIZATION""}, {""start"": 52, ""end"": 62, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
346,Assistant Professor Michael Chen wrote about Star Wars.,"[{""start"": 0, ""end"": 19, ""label"": ""JOB""}, {""start"": 20, ""end"": 32, ""label"": ""PERSON""}, {""start"": 45, ""end"": 54, ""label"": ""WORKOFART""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
347,Oxford University hired John Doe as a Welder.,"[{""start"": 0, ""end"": 17, ""label"": ""ORGANIZATION""}, {""start"": 24, ""end"": 32, ""label"": ""PERSON""}, {""start"": 38, ""end"": 44, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
348,She became a Sales Director in Boston last year.,"[{""start"": 13, ""end"": 27, ""label"": ""JOB""}, {""start"": 31, ""end"": 37, ""label"": ""LOCATION""}, {""start"": 38, ""end"": 47, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
349,Aylin Mammadova is a Data Analyst.,"[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 21, ""end"": 33, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
350,Regional Director Sophie Laurent joined IBM.,"[{""start"": 0, ""end"": 17, ""label"": ""JOB""}, {""start"": 18, ""end"": 32, ""label"": ""PERSON""}, {""start"": 40, ""end"": 43, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
351,David Wilson works as a Coach at Pfizer.,"[{""start"": 0, ""end"": 12, ""label"": ""PERSON""}, {""start"": 24, ""end"": 29, ""label"": ""JOB""}, {""start"": 33, ""end"": 39, ""label"": ""ORGANIZATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
352,The Cashier at the United Nations is based in San Francisco.,"[{""start"": 4, ""end"": 11, ""label"": ""JOB""}, {""start"": 15, ""end"": 33, ""label"": ""ORGANIZATION""}, {""start"": 46, ""end"": 59, ""label"": ""LOCATION""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
353,Ambassadors and Diplomats attended the meeting.,"[{""start"": 0, ""end"": 11, ""label"": ""JOB""}, {""start"": 16, ""end"": 25, ""label"": ""JOB""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
354,Carlos Mendez was promoted to Referee in March 2020.,"[{""start"": 0, ""end"": 13, ""label"": ""PERSON""}, {""start"": 30, ""end"": 37, ""label"": ""JOB""}, {""start"": 38, ""end"": 51, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
355,"The Pilot earns 50,000 dollars per year.","[{""start"": 4, ""end"": 9, ""label"": ""JOB""}, {""start"": 16, ""end"": 30, ""label"": ""AMOUNT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
356,Mayor Carlos Mendez designed Photoshop.,"[{""start"": 0, ""end"": 5, ""label"": ""JOB""}, {""start"": 6, ""end"": 19, ""label"": ""PERSON""}, {""start"": 29, ""end"": 38, ""label"": ""PRODUCT""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
357,"Fatima Al-Sayed, a Teacher at Goldman Sachs, spoke in 1998.","[{""start"": 0, ""end"": 15, ""label"": ""PERSON""}, {""start"": 19, ""end"": 26, ""label"": ""JOB""}, {""start"": 30, ""end"": 43, ""label"": ""ORGANIZATION""}, {""start"": 51, ""end"": 58, ""label"": ""TIMEDATE""}]","{""source"": ""synthetic_job"", ""language"": ""en""}"
