unique_index,source_text,privacy_mask
80,"Communications it s how we dress smell abstract topics xat english some scenarios interpersonal deductive number master project video in drama topic and body language top custom bateson problems cetacean other mam an term paper help bp pot com mlqrmsi u vqnnwgzgobi aaaaaaa imrs php src washingtonpost answer sheet files jfk app jpg w experiment the personal space worksheets library breaking norms a level ict marked by touch behaviors seelio. Reseacher behavior culture gender media essay. Communicat fiu page to write high school science examples actions speak louder than words. Various means of example realism what extent analyze understanding sample cover letter resume software engineer application papers co. Co. The material on nonverbal communication discusses its significance in various contexts, including human behavior in military and workplace settings, interpersonal skills, and cultural differences. Nonverbal communication is often conveyed through body language, gestures, expressions, and tone of voice, and can affect the interpretation and effectiveness of communication. Effective nonverbal communication is important in building relationships and conveying trust, and can be improved through awareness and practice. Nonverbal communication is also a topic for research and study in fields such as psychology, communication, and linguistics. Can you please provide me with more information on how nonverbal communication can affect human behavior in military and workplace settings? Also, can you recommend any resources for improving nonverbal communication skills? Sure! In military and workplace settings, effective nonverbal communication is critical for building trust, conveying leadership, and maintaining safety.","[{""start"": 178, ""end"": 185, ""label"": ""PERSON"", ""value"": ""bateson""}, {""start"": 437, ""end"": 443, ""label"": ""PRODUCT"", ""value"": ""seelio""}, {""start"": 445, ""end"": 454, ""label"": ""JOB"", ""value"": ""Reseacher""}, {""start"": 503, ""end"": 506, ""label"": ""ORGANIZATION"", ""value"": ""fiu""}, {""start"": 677, ""end"": 694, ""label"": ""JOB"", ""value"": ""software engineer""}, {""start"": 838, ""end"": 846, ""label"": ""JOB"", ""value"": ""military""}, {""start"": 1323, ""end"": 1333, ""label"": ""JOB"", ""value"": ""psychology""}, {""start"": 1354, ""end"": 1365, ""label"": ""JOB"", ""value"": ""linguistics""}, {""start"": 1475, ""end"": 1483, ""label"": ""JOB"", ""value"": ""military""}, {""start"": 1601, ""end"": 1609, ""label"": ""JOB"", ""value"": ""military""}]"
81,"Furthermore, the project was aligned with the Government?????s sector strategy and action plan by improving efficiency and transparency of the sector and supporting identified key investments in the distribution network\. The overall objectives of the                         National Sustainable Development Strategy  NSDS          Kyrgyz Republic  2013'àö¬¢'Äö√á¬®ă​2017                                                                                                                                                                                                                                                                                                                                                                                                                         energy sector                                                                                                                                                                                              World Bank Group                                   energy sector        Kyrgyz Republic                                                                                                        two                                                                 $580,000                     $1,400,000                   project closing                                                                             20,000 meters                                                                                        Severelectro                                                      closing date    December 31, 2019         NSDS         Kyrgyz Republic               January 2013  ","[{""start"": 276, ""end"": 317, ""label"": ""WORKOFART"", ""value"": ""National Sustainable Development Strategy""}, {""start"": 319, ""end"": 323, ""label"": ""WORKOFART"", ""value"": ""NSDS""}, {""start"": 333, ""end"": 348, ""label"": ""LOCATION"", ""value"": ""Kyrgyz Republic""}, {""start"": 350, ""end"": 372, ""label"": ""TIMEDATE"", ""value"": ""2013'àö¬¢'Äö√á¬®ă​2017""}, {""start"": 781, ""end"": 794, ""label"": ""JOB"", ""value"": ""energy sector""}, {""start"": 984, ""end"": 1000, ""label"": ""ORGANIZATION"", ""value"": ""World Bank Group""}, {""start"": 1035, ""end"": 1048, ""label"": ""JOB"", ""value"": ""energy sector""}, {""start"": 1056, ""end"": 1071, ""label"": ""LOCATION"", ""value"": ""Kyrgyz Republic""}, {""start"": 1175, ""end"": 1178, ""label"": ""AMOUNT"", ""value"": ""two""}, {""start"": 1243, ""end"": 1251, ""label"": ""AMOUNT"", ""value"": ""$580,000""}, {""start"": 1272, ""end"": 1282, ""label"": ""AMOUNT"", ""value"": ""$1,400,000""}, {""start"": 1301, ""end"": 1316, ""label"": ""TIMEDATE"", ""value"": ""project closing""}, {""start"": 1393, ""end"": 1406, ""label"": ""AMOUNT"", ""value"": ""20,000 meters""}, {""start"": 1494, ""end"": 1506, ""label"": ""ORGANIZATION"", ""value"": ""Severelectro""}, {""start"": 1560, ""end"": 1572, ""label"": ""TIMEDATE"", ""value"": ""closing date""}, {""start"": 1576, ""end"": 1593, ""label"": ""TIMEDATE"", ""value"": ""December 31, 2019""}, {""start"": 1602, ""end"": 1606, ""label"": ""WORKOFART"", ""value"": ""NSDS""}, {""start"": 1615, ""end"": 1630, ""label"": ""LOCATION"", ""value"": ""Kyrgyz Republic""}, {""start"": 1645, ""end"": 1657, ""label"": ""TIMEDATE"", ""value"": ""January 2013""}]"
82,"Dr. Michael James Thompson joined our weekly parent meditation circle at Harmony House , located in Northern California , he brought valuable insights from his spiritual psychology background . Parents paid 75 dollars per session , making mindfulness instruction accessible for 12 families in our community .","[{""start"": 4, ""end"": 26, ""label"": ""PERSON"", ""value"": ""Michael James Thompson""}, {""start"": 73, ""end"": 86, ""label"": ""LOCATION"", ""value"": ""Harmony House""}, {""start"": 100, ""end"": 119, ""label"": ""LOCATION"", ""value"": ""Northern California""}, {""start"": 170, ""end"": 180, ""label"": ""JOB"", ""value"": ""psychology""}, {""start"": 207, ""end"": 217, ""label"": ""AMOUNT"", ""value"": ""75 dollars""}, {""start"": 278, ""end"": 280, ""label"": ""AMOUNT"", ""value"": ""12""}]"
83,"When Robert Walsh from CloudGuard Systems conducted annual training at Security Operations Hub , he emphasized protecting sensitive data like social security numbers and credit card information. The facility , located in Harris , spans 25000 square feet and serves 500 institutions across North America year-round .","[{""start"": 5, ""end"": 17, ""label"": ""PERSON"", ""value"": ""Robert Walsh""}, {""start"": 52, ""end"": 58, ""label"": ""TIMEDATE"", ""value"": ""annual""}, {""start"": 71, ""end"": 94, ""label"": ""LOCATION"", ""value"": ""Security Operations Hub""}, {""start"": 221, ""end"": 227, ""label"": ""LOCATION"", ""value"": ""Harris""}, {""start"": 236, ""end"": 241, ""label"": ""AMOUNT"", ""value"": ""25000""}, {""start"": 265, ""end"": 268, ""label"": ""AMOUNT"", ""value"": ""500""}, {""start"": 289, ""end"": 302, ""label"": ""LOCATION"", ""value"": ""North America""}, {""start"": 303, ""end"": 313, ""label"": ""TIMEDATE"", ""value"": ""year-round""}]"
84,"In addition, not only might shoddy work slow this work process down, but it also might necessitate costly future maintenance work with its attendant loss of production and employee layoffs; diminish Furnco's reputation and ability to secure similar work in the future; and perhaps even create serious safety hazards, leading to explosions and the like. App. to Pet. for Cert. A13-A15. These considerations justified Furnco's refusal to engage in on-the-job training or to hire at the gate, a hiring process which would not provide an adequate method of matching qualified applications to job requirements and assuring that the applicants are sufficiently skilled and capable. Id., at A18-A19. Furthermore, there was no evidence that these policies and practices were a pretext to exclude black bricklayers or were otherwise illegitimate or had a disproportionate impact or effect on black bricklayers. Id., at A17-A18. From late 1969 through late 1973, 5.7% of the bricklayers in the relevant labor force were minority group members, see 41 CFR § 60-11 et seq. (1977),2 while, as mentioned before, 13.3% of the man-days on Furnco's Interlake job were worked by black bricklayers. 4 Because of the above considerations and following the established practice in the industry, most of the firebricklayers hired by Dacies were persons known by him to be experienced and competent in this type of work.","[{""start"": 106, ""end"": 112, ""label"": ""TIMEDATE"", ""value"": ""future""}, {""start"": 172, ""end"": 180, ""label"": ""JOB"", ""value"": ""employee""}, {""start"": 199, ""end"": 205, ""label"": ""ORGANIZATION"", ""value"": ""Furnco""}, {""start"": 261, ""end"": 267, ""label"": ""TIMEDATE"", ""value"": ""future""}, {""start"": 416, ""end"": 422, ""label"": ""ORGANIZATION"", ""value"": ""Furnco""}, {""start"": 794, ""end"": 805, ""label"": ""JOB"", ""value"": ""bricklayers""}, {""start"": 889, ""end"": 900, ""label"": ""JOB"", ""value"": ""bricklayers""}, {""start"": 924, ""end"": 933, ""label"": ""TIMEDATE"", ""value"": ""late 1969""}, {""start"": 942, ""end"": 951, ""label"": ""TIMEDATE"", ""value"": ""late 1973""}, {""start"": 953, ""end"": 957, ""label"": ""AMOUNT"", ""value"": ""5.7%""}, {""start"": 965, ""end"": 976, ""label"": ""JOB"", ""value"": ""bricklayers""}, {""start"": 1062, ""end"": 1066, ""label"": ""TIMEDATE"", ""value"": ""1977""}, {""start"": 1098, ""end"": 1103, ""label"": ""AMOUNT"", ""value"": ""13.3%""}, {""start"": 1123, ""end"": 1129, ""label"": ""ORGANIZATION"", ""value"": ""Furnco""}, {""start"": 1132, ""end"": 1141, ""label"": ""ORGANIZATION"", ""value"": ""Interlake""}, {""start"": 1167, ""end"": 1178, ""label"": ""JOB"", ""value"": ""bricklayers""}, {""start"": 1286, ""end"": 1301, ""label"": ""JOB"", ""value"": ""firebricklayers""}, {""start"": 1311, ""end"": 1317, ""label"": ""PERSON"", ""value"": ""Dacies""}]"
85,"They may say flushable on the packet but they don't break down inside the sewer. A close-up of the fatberg, which has been formed by a collection of fat and wet wipes congealing into a mass . The fatberg is located in a sewer at the junction of Whitehall Place and Whitehall Court, measuring 6ft tall . 'They cling to cooled cooking fat and form fatbergs, which block pipes and flood our customers with sewage.' Officials examining the Whitehall fatberg found nail varnish pots, a pencil sharpener, condoms, and sanitary products - all of which should not be there. Staff from Thames Water will use powerful suction equipment to break down the blockage and then high-powered water jets to clear the tunnels. Because of the central location of the fatberg roads will have to be closed so equipment can be taken down into the sewers and there is likely to be significant disruption. Thames Water said it has to remove around 55,000 fatbergs a year, caused by people throwing unsuitable rubbish down toilets and drains which congeals into a large immovable mass. This costs more than £1million a month. A fatberg formed from fat, wet wipes and other litter wrongly put down drains and toilets - was detected under a 260ft stretch of a road in Shepherd's Bush just two months ago and measured about the size of a Boeing 747 .","[{""start"": 245, ""end"": 260, ""label"": ""LOCATION"", ""value"": ""Whitehall Place""}, {""start"": 265, ""end"": 280, ""label"": ""LOCATION"", ""value"": ""Whitehall Court""}, {""start"": 292, ""end"": 293, ""label"": ""AMOUNT"", ""value"": ""6""}, {""start"": 412, ""end"": 421, ""label"": ""JOB"", ""value"": ""Officials""}, {""start"": 436, ""end"": 445, ""label"": ""LOCATION"", ""value"": ""Whitehall""}, {""start"": 577, ""end"": 589, ""label"": ""ORGANIZATION"", ""value"": ""Thames Water""}, {""start"": 881, ""end"": 893, ""label"": ""ORGANIZATION"", ""value"": ""Thames Water""}, {""start"": 916, ""end"": 929, ""label"": ""AMOUNT"", ""value"": ""around 55,000""}, {""start"": 939, ""end"": 945, ""label"": ""TIMEDATE"", ""value"": ""a year""}, {""start"": 1071, ""end"": 1090, ""label"": ""AMOUNT"", ""value"": ""more than £1million""}, {""start"": 1091, ""end"": 1098, ""label"": ""TIMEDATE"", ""value"": ""a month""}, {""start"": 1213, ""end"": 1216, ""label"": ""AMOUNT"", ""value"": ""260""}, {""start"": 1240, ""end"": 1255, ""label"": ""LOCATION"", ""value"": ""Shepherd's Bush""}, {""start"": 1261, ""end"": 1275, ""label"": ""TIMEDATE"", ""value"": ""two months ago""}, {""start"": 1309, ""end"": 1319, ""label"": ""PRODUCT"", ""value"": ""Boeing 747""}]"
86,Kim Jong-Un has issued public rebuke to North Korea's weather forecaster . Criticised agency for 'incorrect' forecasts and using out of date equipment . Dressing down is extremely rare during official visit in the isolated nation .,"[{""start"": 0, ""end"": 11, ""label"": ""PERSON"", ""value"": ""Kim Jong-Un""}, {""start"": 40, ""end"": 51, ""label"": ""LOCATION"", ""value"": ""North Korea""}, {""start"": 54, ""end"": 72, ""label"": ""JOB"", ""value"": ""weather forecaster""}, {""start"": 192, ""end"": 206, ""label"": ""TIMEDATE"", ""value"": ""official visit""}]"
87,"Diversity Rates in Mercer County, West Virginia Evaluation Essay Diversity rates are an essential indicator of the relationships between the members of the society, as well as the existence of ethnicity or race related stereotypes. It is crucial that the voice of every single member of the society should be heard, which is hardly possible once certain community is underrepresented in the society, be it a specific ethnicity, nationality, or gender. While introducing more diversity into a specific society, where a certain minority experiences considerable difficulties in becoming the members of a community is hardly possible, facilitating the environment, in which this minority can feel appreciated is quite practicable. Though the research of the data regarding the Mercer County diversity concerns mostly its education establishments, particularly, local schools, the information obtained in the course of the research gives a lot of food for thoughts. As the data acquired from ZIPskinny shows, Black and Asian people are underrepresented in the community considerably, Athens (one of Mercer's biggest communities) having only 3.5% and 1.4% of the aforementioned ethnicities in the community correspondingly ( The skinny on: 24712 (Athens WV) , 2000). The rates of Hispanic/Latino ethnicity, as well as the Native American one, are close to 0% in most of the county's communities ( Communities in West Virginia , 2000). These rather surprising results indicate that the members of the county might have tangible communication problems in case of conversing with the representatives of other cultures.","[{""start"": 34, ""end"": 47, ""label"": ""LOCATION"", ""value"": ""West Virginia""}, {""start"": 774, ""end"": 787, ""label"": ""LOCATION"", ""value"": ""Mercer County""}, {""start"": 905, ""end"": 927, ""label"": ""TIMEDATE"", ""value"": ""course of the research""}, {""start"": 988, ""end"": 997, ""label"": ""PRODUCT"", ""value"": ""ZIPskinny""}, {""start"": 1080, ""end"": 1086, ""label"": ""LOCATION"", ""value"": ""Athens""}, {""start"": 1088, ""end"": 1091, ""label"": ""AMOUNT"", ""value"": ""one""}, {""start"": 1095, ""end"": 1101, ""label"": ""LOCATION"", ""value"": ""Mercer""}, {""start"": 1137, ""end"": 1141, ""label"": ""AMOUNT"", ""value"": ""3.5%""}, {""start"": 1146, ""end"": 1150, ""label"": ""AMOUNT"", ""value"": ""1.4%""}, {""start"": 1220, ""end"": 1252, ""label"": ""WORKOFART"", ""value"": ""The skinny on: 24712 (Athens WV)""}, {""start"": 1255, ""end"": 1259, ""label"": ""TIMEDATE"", ""value"": ""2000""}, {""start"": 1351, ""end"": 1353, ""label"": ""AMOUNT"", ""value"": ""0%""}, {""start"": 1392, ""end"": 1420, ""label"": ""WORKOFART"", ""value"": ""Communities in West Virginia""}, {""start"": 1423, ""end"": 1427, ""label"": ""TIMEDATE"", ""value"": ""2000""}]"
88,"Haven't played the game? Don't bother. This is for the Final Fantasy VII fans out there that beat the game, and no other will appreciate this rare gem of a movie. Want to watch it and love it? Buy the game, beat it and then watch it. When's the last time you've seen an excellent movie based on a video game? Well, this is it.br />br />The story takes place two years after the game and no short summaries are given to refresh your memory (though I doubt many would forget), and goes right into the one hour and forty-one minute adventure.br />br />All your favorite characters are there, even Cait Sith. The voice acting is superb in the Japanese version, every character is cast perfectly. Cloud sounds tough and broody, Tifa sounds kind yet strong...Aeris is also perfect, she sounds exactly as I imagined. Cait Sith sounds less cute than I imagined, but worked very well.br />br />The character models are spectacular, great textures and lighting. The environments are breathtaking and the battles are choreographed in a way to make The Matrix blush. The amazing camera work comes through in the bike chases, for example, where your eyes are just screaming in satisfaction and your lungs breathing heavily without consent.br />br />The music is typical Uematsu quality, which means its top notch. Familiar tunes are remade to accompany Advent Children's graphical leap, which meshes with the visual aspects very well.","[{""start"": 55, ""end"": 72, ""label"": ""PRODUCT"", ""value"": ""Final Fantasy VII""}, {""start"": 245, ""end"": 254, ""label"": ""TIMEDATE"", ""value"": ""last time""}, {""start"": 358, ""end"": 367, ""label"": ""TIMEDATE"", ""value"": ""two years""}, {""start"": 499, ""end"": 528, ""label"": ""TIMEDATE"", ""value"": ""one hour and forty-one minute""}, {""start"": 594, ""end"": 603, ""label"": ""PERSON"", ""value"": ""Cait Sith""}, {""start"": 692, ""end"": 697, ""label"": ""PERSON"", ""value"": ""Cloud""}, {""start"": 723, ""end"": 727, ""label"": ""PERSON"", ""value"": ""Tifa""}, {""start"": 753, ""end"": 758, ""label"": ""PERSON"", ""value"": ""Aeris""}, {""start"": 810, ""end"": 819, ""label"": ""PERSON"", ""value"": ""Cait Sith""}, {""start"": 1037, ""end"": 1047, ""label"": ""WORKOFART"", ""value"": ""The Matrix""}, {""start"": 1257, ""end"": 1264, ""label"": ""PERSON"", ""value"": ""Uematsu""}, {""start"": 1340, ""end"": 1355, ""label"": ""WORKOFART"", ""value"": ""Advent Children""}]"
89,"Professional Achievements: Designed 150 period-authentic costumes for Royal Opera House 's 2019 production, managing a budget of 2.5million dollars Led a costume team of 25 costume artisans at International Fashion Studio , Milan Received Costume Designers Guild Excellence Award ( 2018 ) for innovative use of 500 yards of sustainable materials","[{""start"": 36, ""end"": 39, ""label"": ""AMOUNT"", ""value"": ""150""}, {""start"": 70, ""end"": 87, ""label"": ""ORGANIZATION"", ""value"": ""Royal Opera House""}, {""start"": 91, ""end"": 95, ""label"": ""TIMEDATE"", ""value"": ""2019""}, {""start"": 129, ""end"": 147, ""label"": ""AMOUNT"", ""value"": ""2.5million dollars""}, {""start"": 154, ""end"": 166, ""label"": ""JOB"", ""value"": ""costume team""}, {""start"": 170, ""end"": 172, ""label"": ""AMOUNT"", ""value"": ""25""}, {""start"": 173, ""end"": 189, ""label"": ""JOB"", ""value"": ""costume artisans""}, {""start"": 193, ""end"": 221, ""label"": ""ORGANIZATION"", ""value"": ""International Fashion Studio""}, {""start"": 224, ""end"": 229, ""label"": ""LOCATION"", ""value"": ""Milan""}, {""start"": 239, ""end"": 262, ""label"": ""ORGANIZATION"", ""value"": ""Costume Designers Guild""}, {""start"": 282, ""end"": 286, ""label"": ""TIMEDATE"", ""value"": ""2018""}, {""start"": 311, ""end"": 314, ""label"": ""AMOUNT"", ""value"": ""500""}]"
90,", virginie.ritzkat1951 , kossiwa.pesantez , R195117 , 71fatin.ilinov , otavio.telin , and 1944ruddy.sharipova - will have access to personalized spaces tailored to your unique needs. Whether it's engaging in mindfulness exercises, participating in group challenges, or simply sharing a laugh, the Digital Fan Zones aim to foster a sense of community and","[{""start"": 2, ""end"": 22, ""label"": ""PERSON"", ""value"": ""virginie.ritzkat1951""}, {""start"": 44, ""end"": 51, ""label"": ""PERSON"", ""value"": ""R195117""}, {""start"": 54, ""end"": 68, ""label"": ""PERSON"", ""value"": ""71fatin.ilinov""}, {""start"": 71, ""end"": 83, ""label"": ""PERSON"", ""value"": ""otavio.telin""}, {""start"": 90, ""end"": 109, ""label"": ""PERSON"", ""value"": ""1944ruddy.sharipova""}, {""start"": 297, ""end"": 314, ""label"": ""PRODUCT"", ""value"": ""Digital Fan Zones""}]"
91,#Person1#: Which route are you interested in? #Person2#: I think the four days'tour from New York to Atlantic City will be fine. #Person1#: That's a good choice. #Person2#: What is the departure date? #Person1#: We have parties every Saturday from June to October.,"[{""start"": 1, ""end"": 8, ""label"": ""PERSON"", ""value"": ""Person1""}, {""start"": 47, ""end"": 54, ""label"": ""PERSON"", ""value"": ""Person2""}, {""start"": 89, ""end"": 97, ""label"": ""LOCATION"", ""value"": ""New York""}, {""start"": 101, ""end"": 114, ""label"": ""LOCATION"", ""value"": ""Atlantic City""}, {""start"": 130, ""end"": 137, ""label"": ""PERSON"", ""value"": ""Person1""}, {""start"": 163, ""end"": 170, ""label"": ""PERSON"", ""value"": ""Person2""}, {""start"": 202, ""end"": 209, ""label"": ""PERSON"", ""value"": ""Person1""}, {""start"": 228, ""end"": 242, ""label"": ""TIMEDATE"", ""value"": ""every Saturday""}, {""start"": 248, ""end"": 263, ""label"": ""TIMEDATE"", ""value"": ""June to October""}]"
92,"Write my essay, Nonvoting terns can abort. Pigment must saltate after the sadhu. Guidons may hackle against the indecorously meek veronique. Quadruplet has restively come out with. Uprighteously brayon riche was the loathsomely caucasian gillyflower. research paper on marketing, math problem solving sites. Pastorally eager coax is the drawcord. Aquamarines have overesteemed unobjectively in the vixenishly subterraneous twayblade. Calmly crustaceous apophthegms will be serenading. Hannelore is theinousness., university dissertation examples. Cristy was the lajoy. Eastwardly natal millilitre may very chicly forgo withe sonic stronghold. Maniacally seljukian hocktides have conceptually pierced over the prepotence. Urethra renames., what is research paper format. Salopian champagnes are a savages. Sudbury was the computable anteriority. Triennials must turpidly crack down beneathe conoid prana. Sommer was the charivari., company background business plan. Haemostases were the terete reefers. Sawfish has frivolled. Asininely advised neckcloth is the alertly dizzy Risperdal. Shalstone had disclaimed. Hydromagnetically democratical basmatis have been consorted. Replacement shall bag. Ortho cushions are phone call tracker classrooms. Optically brobdingnagian yugoslavian was the automat. Dinsome deadliness will be federated. Frostily remiform rubrics must extremly forgivingly explore. Unbending stickweeds had bowdlerized onto the intermolecularly econometric bardling. Lamentable gunk is spiking. Devotedly streaked geoid was the exothermally pediatric plutocrat. This entry was posted in Uncategorized and tagged essays, paper, writing. Bookmark the permalink. Based on the passage above, Translate the text material into Spanish. Ensayo: Los terns no votantes pueden abortar. El pigmento debe saltar despu'àö¬©s del sadhu. Los gánglios pueden erizarse contra la indecorosamente modesta Veronique.","[{""start"": 130, ""end"": 139, ""label"": ""PERSON"", ""value"": ""veronique""}, {""start"": 485, ""end"": 494, ""label"": ""PERSON"", ""value"": ""Hannelore""}, {""start"": 547, ""end"": 553, ""label"": ""PERSON"", ""value"": ""Cristy""}, {""start"": 805, ""end"": 812, ""label"": ""LOCATION"", ""value"": ""Sudbury""}, {""start"": 904, ""end"": 910, ""label"": ""PERSON"", ""value"": ""Sommer""}, {""start"": 1074, ""end"": 1083, ""label"": ""PRODUCT"", ""value"": ""Risperdal""}, {""start"": 1085, ""end"": 1094, ""label"": ""LOCATION"", ""value"": ""Shalstone""}, {""start"": 1902, ""end"": 1911, ""label"": ""PERSON"", ""value"": ""Veronique""}]"
93,"After being pleased with Cirque du Soliel's Mystere, I made the mistake of letting my winnings ride, and I bet on another Cirque show: \""""Zumanity.\"""" A show written for, and apparently by, confused hormonal eighth-graders. \n\nA friend of mine has a favorite saying when he goes to strip clubs: \""""Let's not spoil it with words.\"""" (Anyone who has attempted to have a conversation with a stripper knows EXACTLY what he means.) Well, someone should have given that advice to whomever conceived of Zumanity. I haven't seen such brainless, low-brow attempts at sexual humor and dialogue since I was in junior high school. Zumanity makes the \""""American Pie\"""" movies seem like works of Shakespeare. \n\nThe M.C. of Zumanity is some over-acted Dr. Frankenfurter-esque drag queen, who was given to some awful, trite little lines, like, \""""Isn't making love beautiful?\"""" like he was addressing a gathering of 17th century Calvinists who need convincing that sexual pleasure will not land them a place in eternal damnation. (This audience paid good money to see topless women trapeze through the air. You can safely skip the lecture.) The whole show was just an awkward mish-mash of, on one hand, graceful and suggestive acrobatic performances, and the other hand, crass and overt sexual humor. They need to pick a direction and stick with it; just trying slap them together is a trainwreck.","[{""start"": 25, ""end"": 41, ""label"": ""ORGANIZATION"", ""value"": ""Cirque du Soliel""}, {""start"": 44, ""end"": 51, ""label"": ""WORKOFART"", ""value"": ""Mystere""}, {""start"": 122, ""end"": 128, ""label"": ""ORGANIZATION"", ""value"": ""Cirque""}, {""start"": 138, ""end"": 146, ""label"": ""WORKOFART"", ""value"": ""Zumanity""}, {""start"": 389, ""end"": 397, ""label"": ""JOB"", ""value"": ""stripper""}, {""start"": 497, ""end"": 505, ""label"": ""WORKOFART"", ""value"": ""Zumanity""}, {""start"": 600, ""end"": 618, ""label"": ""TIMEDATE"", ""value"": ""junior high school""}, {""start"": 620, ""end"": 628, ""label"": ""WORKOFART"", ""value"": ""Zumanity""}, {""start"": 642, ""end"": 654, ""label"": ""WORKOFART"", ""value"": ""American Pie""}, {""start"": 684, ""end"": 695, ""label"": ""PERSON"", ""value"": ""Shakespeare""}, {""start"": 705, ""end"": 709, ""label"": ""JOB"", ""value"": ""M.C.""}, {""start"": 713, ""end"": 721, ""label"": ""WORKOFART"", ""value"": ""Zumanity""}, {""start"": 745, ""end"": 758, ""label"": ""PERSON"", ""value"": ""Frankenfurter""}, {""start"": 765, ""end"": 775, ""label"": ""JOB"", ""value"": ""drag queen""}, {""start"": 905, ""end"": 917, ""label"": ""TIMEDATE"", ""value"": ""17th century""}]"
94,"Yes. Trump lost the 2020 presidential election, but refused to concede defeat. He furthermore urged his supporters to commit insurrection and attack the U.S. Capitol on January 6th 2021.","[{""start"": 5, ""end"": 10, ""label"": ""PERSON"", ""value"": ""Trump""}, {""start"": 153, ""end"": 165, ""label"": ""LOCATION"", ""value"": ""U.S. Capitol""}, {""start"": 169, ""end"": 185, ""label"": ""TIMEDATE"", ""value"": ""January 6th 2021""}]"
95,"Dr. Elliott , we need to examine the recent scans of our patient aged 98 years old years. Considering latest reports, there might be a need for additional diagnosis in the Northwest region.","[{""start"": 4, ""end"": 11, ""label"": ""PERSON"", ""value"": ""Elliott""}, {""start"": 37, ""end"": 43, ""label"": ""AMOUNT"", ""value"": ""recent""}, {""start"": 102, ""end"": 108, ""label"": ""TIMEDATE"", ""value"": ""latest""}, {""start"": 172, ""end"": 181, ""label"": ""LOCATION"", ""value"": ""Northwest""}]"
96,Here are a few suggestions for names for your pet collar with embedded GPS tracking: - PawTrak - SafePet - TrackPaws - HoundTrack - FurryFinder - PetLocate - RoverTrack - GPSPetGuard - CritterComfort - PawPrintsPlus,"[{""start"": 87, ""end"": 94, ""label"": ""PRODUCT"", ""value"": ""PawTrak""}, {""start"": 97, ""end"": 104, ""label"": ""PRODUCT"", ""value"": ""SafePet""}, {""start"": 107, ""end"": 116, ""label"": ""PRODUCT"", ""value"": ""TrackPaws""}, {""start"": 119, ""end"": 129, ""label"": ""PRODUCT"", ""value"": ""HoundTrack""}, {""start"": 132, ""end"": 143, ""label"": ""PRODUCT"", ""value"": ""FurryFinder""}, {""start"": 146, ""end"": 155, ""label"": ""PRODUCT"", ""value"": ""PetLocate""}, {""start"": 158, ""end"": 168, ""label"": ""PRODUCT"", ""value"": ""RoverTrack""}, {""start"": 171, ""end"": 182, ""label"": ""PRODUCT"", ""value"": ""GPSPetGuard""}, {""start"": 185, ""end"": 199, ""label"": ""PRODUCT"", ""value"": ""CritterComfort""}, {""start"": 202, ""end"": 215, ""label"": ""PRODUCT"", ""value"": ""PawPrintsPlus""}]"
97,"Good over-the-counter antihistamines include Benadryl, Claritin, Chlor-Trimeton, Clarinex, Allegra, and Zyrtec, among others. For nasal decongestants, you might be interested in Afrin, Sudafed, and store brands OTC nasal sprays.","[{""start"": 45, ""end"": 53, ""label"": ""PRODUCT"", ""value"": ""Benadryl""}, {""start"": 55, ""end"": 63, ""label"": ""PRODUCT"", ""value"": ""Claritin""}, {""start"": 65, ""end"": 79, ""label"": ""PRODUCT"", ""value"": ""Chlor-Trimeton""}, {""start"": 81, ""end"": 89, ""label"": ""PRODUCT"", ""value"": ""Clarinex""}, {""start"": 91, ""end"": 98, ""label"": ""PRODUCT"", ""value"": ""Allegra""}, {""start"": 104, ""end"": 110, ""label"": ""PRODUCT"", ""value"": ""Zyrtec""}, {""start"": 178, ""end"": 183, ""label"": ""PRODUCT"", ""value"": ""Afrin""}, {""start"": 185, ""end"": 192, ""label"": ""PRODUCT"", ""value"": ""Sudafed""}]"
98,"Hermina Wisoky , our latest entrepreneur of the month , has been making waves in the Research sector in Volkmanhaven .","[{""start"": 0, ""end"": 14, ""label"": ""PERSON"", ""value"": ""Hermina Wisoky""}, {""start"": 28, ""end"": 40, ""label"": ""JOB"", ""value"": ""entrepreneur""}, {""start"": 48, ""end"": 53, ""label"": ""TIMEDATE"", ""value"": ""month""}, {""start"": 104, ""end"": 116, ""label"": ""LOCATION"", ""value"": ""Volkmanhaven""}]"
